,HourUTC,HourDK,PriceArea,ConnectedArea,ReportGrpCode,Version,ReportGrp,SharePPM,ShareMWh,CO2Emission
199,2023-01-01T19:00:00,2023-01-01T20:00:00,DK2,SE,R19,Preliminary,Onshore,91310,229.906755,
200,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,DK1,R01-1,Preliminary,BioGas,8976,50.045321,0.0
201,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,DK1,R01-2,Preliminary,Straw,10232,57.048127,0.0
202,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,DK1,R01-3,Preliminary,Wood,14149,78.884242,0.0
203,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,DK1,R04x,Preliminary,FossilGas,5302,29.561054,10957.741307
204,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,DK1,R05x,Preliminary,Coal,49536,276.167372,195386.263162
205,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,DK1,R06x,Preliminary,Fossil Oil,793,4.423999,2900.774342
206,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,DK1,R11x,Preliminary,Hydro,521,2.905695,0.0
207,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,DK1,R16,Preliminary,Solar,24,0.138303,0.0
208,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,DK1,R17,Preliminary,Waste,14260,79.504864,22540.482577
209,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,DK1,R18,Preliminary,WindOffshore,191219,1066.049684,0.0
210,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,DK1,R19,Preliminary,WindOnshore,384646,2144.401878,0.0
211,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,DK2,R01-1,Preliminary,BioGas,366,2.045943,0.0
212,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,DK2,R01-2,Preliminary,Straw,1429,7.96939,0.0
213,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,DK2,R01-3,Preliminary,Wood,14247,79.430168,0.0
214,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,DK2,R04x,Preliminary,FossilGas,172,0.961298,401.898955
215,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,DK2,R05x,Preliminary,Coal,1,0.005652,6.497806
216,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,DK2,R06x,Preliminary,Fossil Oil,180,1.005597,993.673137
217,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,DK2,R16,Preliminary,Solar,3,0.019221,0.0
218,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,DK2,R17,Preliminary,Waste,3009,16.78049,6229.788431
219,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,DK2,R18,Preliminary,WindOffshore,34582,192.795979,0.0
220,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,DK2,R19,Preliminary,WindOnshore,15348,85.566872,0.0
221,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,GE,R01,Preliminary,Biomass,22127,123.35898,0.0
222,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,GE,R02,Preliminary,Brown coal,21344,118.995449,111431.085878
223,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,GE,R04x,Preliminary,Fossil gas,11029,61.491633,34001.623003
224,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,GE,R05x,Preliminary,Coal,11243,62.684683,58699.911175
225,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,GE,R06x,Preliminary,Fossil oil a.o.,945,5.27316,4160.517538
226,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,GE,R11x,Preliminary,Hydro,21175,118.052867,
227,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,GE,R14,Preliminary,Nuclear,11628,64.826905,
228,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,GE,R15x,Preliminary,Other renewable,619,3.453915,
229,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,GE,R17,Preliminary,Waste,3478,19.39204,8215.573524
230,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,GE,R18,Preliminary,Offshore,28405,158.359577,
231,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,GE,R19,Preliminary,Onshore,90633,505.280766,
232,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,SE,R06x,Preliminary,Fossil oil a.o.,1363,7.60128,6188.001184
233,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,SE,R11x,Preliminary,Hydro,10153,56.606806,
234,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,SE,R14,Preliminary,Nuclear,8293,46.2378,
235,2023-01-01T18:00:00,2023-01-01T19:00:00,DK1,SE,R19,Preliminary,Onshore,8551,47.673508,
236,2023-01-01T18:00:00,2023-01-01T19:00:00,DK2,DK2,R01-1,Preliminary,BioGas,3756,9.515897,0.0
237,2023-01-01T18:00:00,2023-01-01T19:00:00,DK2,DK2,R01-2,Preliminary,Straw,14630,37.066475,0.0
238,2023-01-01T18:00:00,2023-01-01T19:00:00,DK2,DK2,R01-3,Preliminary,Wood,145823,369.438102,0.0
239,2023-01-01T18:00:00,2023-01-01T19:00:00,DK2,DK2,R04x,Preliminary,FossilGas,1764,4.4711,1869.27449
240,2023-01-01T18:00:00,2023-01-01T19:00:00,DK2,DK2,R05x,Preliminary,Coal,10,0.026287,30.221982
241,2023-01-01T18:00:00,2023-01-01T19:00:00,DK2,DK2,R06x,Preliminary,Fossil Oil,1846,4.677136,4621.678709
242,2023-01-01T18:00:00,2023-01-01T19:00:00,DK2,DK2,R16,Preliminary,Solar,35,0.089398,0.0
243,2023-01-01T18:00:00,2023-01-01T19:00:00,DK2,DK2,R17,Preliminary,Waste,30806,78.047831,28975.403982
244,2023-01-01T18:00:00,2023-01-01T19:00:00,DK2,DK2,R18,Preliminary,WindOffshore,353948,896.714459,0.0
245,2023-01-01T18:00:00,2023-01-01T19:00:00,DK2,DK2,R19,Preliminary,WindOnshore,157089,397.980561,0.0
246,2023-01-01T18:00:00,2023-01-01T19:00:00,DK2,SE,R06x,Preliminary,Fossil oil a.o.,13954,35.354356,28781.047001
247,2023-01-01T18:00:00,2023-01-01T19:00:00,DK2,SE,R11x,Preliminary,Hydro,103922,263.284234,
248,2023-01-01T18:00:00,2023-01-01T19:00:00,DK2,SE,R14,Preliminary,Nuclear,84886,215.05689,
249,2023-01-01T18:00:00,2023-01-01T19:00:00,DK2,SE,R19,Preliminary,Onshore,87522,221.73452,
250,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,DK1,R01-1,Preliminary,BioGas,9116,50.381281,0.0
251,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,DK1,R01-2,Preliminary,Straw,10662,58.926949,0.0
252,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,DK1,R01-3,Preliminary,Wood,22385,123.709889,0.0
253,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,DK1,R04x,Preliminary,FossilGas,5786,31.98059,11648.769625
254,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,DK1,R05x,Preliminary,Coal,72524,400.800288,290808.770577
255,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,DK1,R06x,Preliminary,Fossil Oil,1312,7.255856,4719.83943
256,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,DK1,R11x,Preliminary,Hydro,525,2.90641,0.0
257,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,DK1,R16,Preliminary,Solar,33,0.186521,0.0
258,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,DK1,R17,Preliminary,Waste,15071,83.291184,23228.769845
259,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,DK1,R18,Preliminary,WindOffshore,182969,1011.169021,0.0
260,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,DK1,R19,Preliminary,WindOnshore,433648,2396.526509,0.0
261,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,DK2,R01-1,Preliminary,BioGas,349,1.934208,0.0
262,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,DK2,R01-2,Preliminary,Straw,1165,6.438293,0.0
263,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,DK2,R01-3,Preliminary,Wood,11858,65.535664,0.0
264,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,DK2,R04x,Preliminary,FossilGas,142,0.78532,328.308962
265,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,DK2,R05x,Preliminary,Coal,0,0.004604,5.289929
266,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,DK2,R06x,Preliminary,Fossil Oil,147,0.81409,804.873454
267,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,DK2,R16,Preliminary,Solar,3,0.020233,0.0
268,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,DK2,R17,Preliminary,Waste,2454,13.564976,5045.613905
269,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,DK2,R18,Preliminary,WindOffshore,26981,149.112157,0.0
270,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,DK2,R19,Preliminary,WindOnshore,13420,74.169136,0.0
271,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,GE,R01,Preliminary,Biomass,16409,90.68302,0.0
272,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,GE,R02,Preliminary,Brown coal,16031,88.594259,82962.454373
273,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,GE,R04x,Preliminary,Fossil gas,8306,45.904609,25382.822689
274,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,GE,R05x,Preliminary,Coal,8227,45.466646,42576.399185
275,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,GE,R06x,Preliminary,Fossil oil a.o.,680,3.758811,2965.697826
276,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,GE,R11x,Preliminary,Hydro,17048,94.215627,
277,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,GE,R14,Preliminary,Nuclear,8559,47.305136,
278,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,GE,R15x,Preliminary,Other renewable,449,2.483415,
279,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,GE,R17,Preliminary,Waste,2577,14.245928,6035.387049
280,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,GE,R18,Preliminary,Offshore,21528,118.972738,
281,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,GE,R19,Preliminary,Onshore,68065,376.159828,
282,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,SE,R06x,Preliminary,Fossil oil a.o.,1030,5.695732,4636.744999
283,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,SE,R11x,Preliminary,Hydro,7598,41.99335,
284,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,SE,R14,Preliminary,Nuclear,6257,34.579952,
285,2023-01-01T17:00:00,2023-01-01T18:00:00,DK1,SE,R19,Preliminary,Onshore,6668,36.852281,
286,2023-01-01T17:00:00,2023-01-01T18:00:00,DK2,DK2,R01-1,Preliminary,BioGas,4482,11.11508,0.0
287,2023-01-01T17:00:00,2023-01-01T18:00:00,DK2,DK2,R01-2,Preliminary,Straw,14920,36.998159,0.0
288,2023-01-01T17:00:00,2023-01-01T18:00:00,DK2,DK2,R01-3,Preliminary,Wood,151878,376.605847,0.0
289,2023-01-01T17:00:00,2023-01-01T18:00:00,DK2,DK2,R04x,Preliminary,FossilGas,1819,4.512903,1886.653258
290,2023-01-01T17:00:00,2023-01-01T18:00:00,DK2,DK2,R05x,Preliminary,Coal,10,0.02646,30.398991
291,2023-01-01T17:00:00,2023-01-01T18:00:00,DK2,DK2,R06x,Preliminary,Fossil Oil,1886,4.678233,4625.268575
292,2023-01-01T17:00:00,2023-01-01T18:00:00,DK2,DK2,R16,Preliminary,Solar,46,0.116269,0.0
293,2023-01-01T17:00:00,2023-01-01T18:00:00,DK2,DK2,R17,Preliminary,Waste,31436,77.952199,28995.016947
294,2023-01-01T17:00:00,2023-01-01T18:00:00,DK2,DK2,R18,Preliminary,WindOffshore,345567,856.88473,0.0
295,2023-01-01T17:00:00,2023-01-01T18:00:00,DK2,DK2,R19,Preliminary,WindOnshore,171886,426.218773,0.0
296,2023-01-01T17:00:00,2023-01-01T18:00:00,DK2,SE,R06x,Preliminary,Fossil oil a.o.,13199,32.730972,26645.419599
297,2023-01-01T17:00:00,2023-01-01T18:00:00,DK2,SE,R11x,Preliminary,Hydro,97319,241.318086,
298,2023-01-01T17:00:00,2023-01-01T18:00:00,DK2,SE,R14,Preliminary,Nuclear,80138,198.71641,
299,2023-01-01T17:00:00,2023-01-01T18:00:00,DK2,SE,R19,Preliminary,Onshore,85404,211.774531,
300,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,DK1,R01-1,Preliminary,BioGas,9271,52.016963,0.0
301,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,DK1,R01-2,Preliminary,Straw,9231,51.791812,0.0
302,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,DK1,R01-3,Preliminary,Wood,27256,152.916508,0.0
303,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,DK1,R04x,Preliminary,FossilGas,5057,28.375286,10219.054213
304,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,DK1,R05x,Preliminary,Coal,70966,398.143921,288028.041115
305,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,DK1,R06x,Preliminary,Fossil Oil,1460,8.195753,5298.700929
306,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,DK1,R11x,Preliminary,Hydro,512,2.872617,0.0
307,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,DK1,R16,Preliminary,Solar,35,0.199225,0.0
308,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,DK1,R17,Preliminary,Waste,14765,82.840096,23074.389291
309,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,DK1,R18,Preliminary,WindOffshore,197009,1105.278889,0.0
310,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,DK1,R19,Preliminary,WindOnshore,445057,2496.892847,0.0
311,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,DK2,R01-1,Preliminary,BioGas,304,1.706559,0.0
312,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,DK2,R01-2,Preliminary,Straw,710,3.986001,0.0
313,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,DK2,R01-3,Preliminary,Wood,8760,49.149592,0.0
314,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,DK2,R04x,Preliminary,FossilGas,76,0.430669,181.827127
315,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,DK2,R05x,Preliminary,Coal,0,0.003619,4.451947
316,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,DK2,R06x,Preliminary,Fossil Oil,130,0.730738,730.609752
317,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,DK2,R16,Preliminary,Solar,3,0.020719,0.0
318,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,DK2,R17,Preliminary,Waste,2208,12.388108,4596.859455
319,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,DK2,R18,Preliminary,WindOffshore,26680,149.685196,0.0
320,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,DK2,R19,Preliminary,WindOnshore,13271,74.454941,0.0
321,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,GE,R01,Preliminary,Biomass,14500,81.349794,0.0
322,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,GE,R02,Preliminary,Brown coal,13198,74.045746,69338.768753
323,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,GE,R04x,Preliminary,Fossil gas,7081,39.730077,21968.63264
324,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,GE,R05x,Preliminary,Coal,6883,38.616996,36162.171406
325,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,GE,R06x,Preliminary,Fossil oil a.o.,599,3.36513,2655.083874
326,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,GE,R11x,Preliminary,Hydro,13498,75.728307,
327,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,GE,R14,Preliminary,Nuclear,7556,42.396286,
328,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,GE,R15x,Preliminary,Other renewable,395,2.217529,
329,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,GE,R17,Preliminary,Waste,2284,12.817684,5430.301538
330,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,GE,R18,Preliminary,Offshore,20162,113.120046,
331,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,GE,R19,Preliminary,Onshore,60934,341.862412,
332,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,SE,R06x,Preliminary,Fossil oil a.o.,1113,6.245261,5084.102215
333,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,SE,R11x,Preliminary,Hydro,6661,37.372712,
334,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,SE,R14,Preliminary,Nuclear,6011,33.726736,
335,2023-01-01T16:00:00,2023-01-01T17:00:00,DK1,SE,R19,Preliminary,Onshore,6345,35.599152,
336,2023-01-01T16:00:00,2023-01-01T17:00:00,DK2,DK2,R01-1,Preliminary,BioGas,4208,10.563411,0.0
337,2023-01-01T16:00:00,2023-01-01T17:00:00,DK2,DK2,R01-2,Preliminary,Straw,9829,24.672907,0.0
338,2023-01-01T16:00:00,2023-01-01T17:00:00,DK2,DK2,R01-3,Preliminary,Wood,121207,304.230535,0.0
339,2023-01-01T16:00:00,2023-01-01T17:00:00,DK2,DK2,R04x,Preliminary,FossilGas,1062,2.665793,1125.489788
340,2023-01-01T16:00:00,2023-01-01T17:00:00,DK2,DK2,R05x,Preliminary,Coal,8,0.022401,27.557057
341,2023-01-01T16:00:00,2023-01-01T17:00:00,DK2,DK2,R06x,Preliminary,Fossil Oil,1802,4.523187,4522.393479
342,2023-01-01T16:00:00,2023-01-01T17:00:00,DK2,DK2,R16,Preliminary,Solar,51,0.128247,0.0
343,2023-01-01T16:00:00,2023-01-01T17:00:00,DK2,DK2,R17,Preliminary,Waste,30550,76.681019,28454.051117
344,2023-01-01T16:00:00,2023-01-01T17:00:00,DK2,DK2,R18,Preliminary,WindOffshore,369137,926.534791,0.0
345,2023-01-01T16:00:00,2023-01-01T17:00:00,DK2,DK2,R19,Preliminary,WindOnshore,183612,460.867839,0.0
346,2023-01-01T16:00:00,2023-01-01T17:00:00,DK2,SE,R06x,Preliminary,Fossil oil a.o.,15401,38.657476,31470.030052
347,2023-01-01T16:00:00,2023-01-01T17:00:00,DK2,SE,R11x,Preliminary,Hydro,92164,231.332954,
348,2023-01-01T16:00:00,2023-01-01T17:00:00,DK2,SE,R14,Preliminary,Nuclear,83173,208.764761,
349,2023-01-01T16:00:00,2023-01-01T17:00:00,DK2,SE,R19,Preliminary,Onshore,87790,220.354809,
350,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,DK1,R01-1,Preliminary,BioGas,9763,53.220364,0.0
351,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,DK1,R01-2,Preliminary,Straw,6671,36.365687,0.0
352,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,DK1,R01-3,Preliminary,Wood,13476,73.458597,0.0
353,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,DK1,R04x,Preliminary,FossilGas,4576,24.946034,9271.349303
354,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,DK1,R05x,Preliminary,Coal,47825,260.685174,187769.021829
355,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,DK1,R06x,Preliminary,Fossil Oil,853,4.652289,3089.81016
356,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,DK1,R11x,Preliminary,Hydro,525,2.863586,0.0
357,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,DK1,R16,Preliminary,Solar,41,0.225759,0.0
358,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,DK1,R17,Preliminary,Waste,13189,71.893841,20697.55731
359,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,DK1,R18,Preliminary,WindOffshore,217309,1184.503419,0.0
360,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,DK1,R19,Preliminary,WindOnshore,459063,2502.24553,0.0
361,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,DK2,R01-1,Preliminary,BioGas,248,1.356456,0.0
362,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,DK2,R01-2,Preliminary,Straw,530,2.890248,0.0
363,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,DK2,R01-3,Preliminary,Wood,6106,33.286005,0.0
364,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,DK2,R04x,Preliminary,FossilGas,56,0.309929,130.677242
365,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,DK2,R05x,Preliminary,Coal,0,0.00258,3.169541
366,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,DK2,R06x,Preliminary,Fossil Oil,100,0.550043,542.104687
367,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,DK2,R16,Preliminary,Solar,2,0.01095,0.0
368,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,DK2,R17,Preliminary,Waste,1674,9.128438,3367.086794
369,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,DK2,R18,Preliminary,WindOffshore,20202,110.121225,0.0
370,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,DK2,R19,Preliminary,WindOnshore,10778,58.752484,0.0
371,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,GE,R01,Preliminary,Biomass,16886,92.042537,0.0
372,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,GE,R02,Preliminary,Brown coal,15577,84.907067,79509.651332
373,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,GE,R04x,Preliminary,Fossil gas,8482,46.23682,25566.517522
374,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,GE,R05x,Preliminary,Coal,8909,48.565753,45478.500679
375,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,GE,R06x,Preliminary,Fossil oil a.o.,709,3.865047,3049.51798
376,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,GE,R11x,Preliminary,Hydro,14252,77.687369,
377,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,GE,R14,Preliminary,Nuclear,8916,48.600436,
378,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,GE,R15x,Preliminary,Other renewable,463,2.527148,
379,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,GE,R16,Preliminary,Solar,380,2.076224,
380,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,GE,R17,Preliminary,Waste,2622,14.295704,6056.474867
381,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,GE,R18,Preliminary,Offshore,24213,131.981309,
382,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,GE,R19,Preliminary,Onshore,75973,414.114597,
383,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,SE,R06x,Preliminary,Fossil oil a.o.,546,2.980615,2426.43959
384,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,SE,R11x,Preliminary,Hydro,2916,15.899409,
385,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,SE,R14,Preliminary,Nuclear,2978,16.232454,
386,2023-01-01T15:00:00,2023-01-01T16:00:00,DK1,SE,R19,Preliminary,Onshore,3170,17.279167,
387,2023-01-01T15:00:00,2023-01-01T16:00:00,DK2,DK2,R01-1,Preliminary,BioGas,5046,11.291969,0.0
388,2023-01-01T15:00:00,2023-01-01T16:00:00,DK2,DK2,R01-2,Preliminary,Straw,10752,24.06019,0.0
389,2023-01-01T15:00:00,2023-01-01T16:00:00,DK2,DK2,R01-3,Preliminary,Wood,123831,277.093011,0.0
390,2023-01-01T15:00:00,2023-01-01T16:00:00,DK2,DK2,R04x,Preliminary,FossilGas,1153,2.58004,1087.837072
391,2023-01-01T15:00:00,2023-01-01T16:00:00,DK2,DK2,R05x,Preliminary,Coal,9,0.021474,26.385196
392,2023-01-01T15:00:00,2023-01-01T16:00:00,DK2,DK2,R06x,Preliminary,Fossil Oil,2046,4.578893,4512.810089
393,2023-01-01T15:00:00,2023-01-01T16:00:00,DK2,DK2,R16,Preliminary,Solar,40,0.091157,0.0
394,2023-01-01T15:00:00,2023-01-01T16:00:00,DK2,DK2,R17,Preliminary,Waste,33959,75.990684,28029.684356
395,2023-01-01T15:00:00,2023-01-01T16:00:00,DK2,DK2,R18,Preliminary,WindOffshore,409677,916.716249,0.0
396,2023-01-01T15:00:00,2023-01-01T16:00:00,DK2,DK2,R19,Preliminary,WindOnshore,218573,489.091514,0.0
397,2023-01-01T15:00:00,2023-01-01T16:00:00,DK2,SE,R06x,Preliminary,Fossil oil a.o.,11088,24.812454,20199.163113
398,2023-01-01T15:00:00,2023-01-01T16:00:00,DK2,SE,R11x,Preliminary,Hydro,59149,132.356374,
