,HourUTC,HourDK,PriceArea,ConnectedArea,ReportGrpCode,Version,ReportGrp,SharePPM,ShareMWh,CO2Emission
399,2023-01-01T15:00:00,2023-01-01T16:00:00,DK2,SE,R14,Preliminary,Nuclear,60388,135.128846,
400,2023-01-01T15:00:00,2023-01-01T16:00:00,DK2,SE,R19,Preliminary,Onshore,64282,143.842326,
401,2023-01-01T14:00:00,2023-01-01T15:00:00,DK1,DK1,R01-1,Preliminary,BioGas,9150,50.290696,0.006538
402,2023-01-01T14:00:00,2023-01-01T15:00:00,DK1,DK1,R01-2,Preliminary,Straw,5452,29.967166,0.0
403,2023-01-01T14:00:00,2023-01-01T15:00:00,DK1,DK1,R01-3,Preliminary,Wood,14666,80.605747,0.0
404,2023-01-01T14:00:00,2023-01-01T15:00:00,DK1,DK1,R04x,Preliminary,FossilGas,4449,24.451186,9133.763184
405,2023-01-01T14:00:00,2023-01-01T15:00:00,DK1,DK1,R05x,Preliminary,Coal,43086,236.79403,171940.876221
406,2023-01-01T14:00:00,2023-01-01T15:00:00,DK1,DK1,R06x,Preliminary,Fossil Oil,919,5.056052,3362.001242
407,2023-01-01T14:00:00,2023-01-01T15:00:00,DK1,DK1,R11x,Preliminary,Hydro,521,2.866591,0.0
408,2023-01-01T14:00:00,2023-01-01T15:00:00,DK1,DK1,R16,Preliminary,Solar,2915,16.021023,0.0
409,2023-01-01T14:00:00,2023-01-01T15:00:00,DK1,DK1,R17,Preliminary,Waste,12486,68.623496,19890.445952
410,2023-01-01T14:00:00,2023-01-01T15:00:00,DK1,DK1,R18,Preliminary,WindOffshore,219565,1206.687913,0.0
411,2023-01-01T14:00:00,2023-01-01T15:00:00,DK1,DK1,R19,Preliminary,WindOnshore,455830,2505.149925,0.0
412,2023-01-01T14:00:00,2023-01-01T15:00:00,DK1,GE,R01,Preliminary,Biomass,20922,114.986703,0.0
413,2023-01-01T14:00:00,2023-01-01T15:00:00,DK1,GE,R02,Preliminary,Brown coal,18803,103.341122,96771.881542
414,2023-01-01T14:00:00,2023-01-01T15:00:00,DK1,GE,R04x,Preliminary,Fossil gas,10397,57.143417,31597.289543
415,2023-01-01T14:00:00,2023-01-01T15:00:00,DK1,GE,R05x,Preliminary,Coal,9552,52.496532,49159.40628
416,2023-01-01T14:00:00,2023-01-01T15:00:00,DK1,GE,R06x,Preliminary,Fossil oil a.o.,894,4.918003,3880.298807
417,2023-01-01T14:00:00,2023-01-01T15:00:00,DK1,GE,R11x,Preliminary,Hydro,13801,75.850751,
418,2023-01-01T14:00:00,2023-01-01T15:00:00,DK1,GE,R14,Preliminary,Nuclear,11240,61.777698,
419,2023-01-01T14:00:00,2023-01-01T15:00:00,DK1,GE,R15x,Preliminary,Other renewable,578,3.177782,
420,2023-01-01T14:00:00,2023-01-01T15:00:00,DK1,GE,R16,Preliminary,Solar,8782,48.265794,
421,2023-01-01T14:00:00,2023-01-01T15:00:00,DK1,GE,R17,Preliminary,Waste,3337,18.341629,7770.559559
422,2023-01-01T14:00:00,2023-01-01T15:00:00,DK1,GE,R18,Preliminary,Offshore,30751,169.002779,
423,2023-01-01T14:00:00,2023-01-01T15:00:00,DK1,GE,R19,Preliminary,Onshore,101892,559.977765,
424,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,DK1,R01-1,Preliminary,BioGas,492,0.992858,0.000129
425,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,DK1,R01-2,Preliminary,Straw,293,0.591623,0.0
426,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,DK1,R01-3,Preliminary,Wood,789,1.591349,0.0
427,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,DK1,R04x,Preliminary,FossilGas,239,0.482724,180.322139
428,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,DK1,R05x,Preliminary,Coal,2320,4.674876,3394.52053
429,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,DK1,R06x,Preliminary,Fossil Oil,49,0.099818,66.373875
430,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,DK1,R11x,Preliminary,Hydro,28,0.056593,0.0
431,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,DK1,R16,Preliminary,Solar,156,0.316293,0.0
432,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,DK1,R17,Preliminary,Waste,672,1.35479,392.684559
433,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,DK1,R18,Preliminary,WindOffshore,11823,23.82288,0.0
434,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,DK1,R19,Preliminary,WindOnshore,24545,49.457599,0.0
435,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,DK2,R01-1,Preliminary,BioGas,5065,10.205489,0.0
436,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,DK2,R01-2,Preliminary,Straw,11711,23.597501,0.0
437,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,DK2,R01-3,Preliminary,Wood,100196,201.885687,0.0
438,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,DK2,R04x,Preliminary,FossilGas,1270,2.559391,1067.72403
439,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,DK2,R05x,Preliminary,Coal,6,0.012868,14.369632
440,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,DK2,R06x,Preliminary,Fossil Oil,1201,2.421854,2274.724648
441,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,DK2,R16,Preliminary,Solar,3844,7.74606,0.0
442,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,DK2,R17,Preliminary,Waste,37090,74.732993,27372.937894
443,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,DK2,R18,Preliminary,WindOffshore,450445,907.597544,0.0
444,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,DK2,R19,Preliminary,WindOnshore,255745,515.299805,0.0
445,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,GE,R01,Preliminary,Biomass,8335,16.794737,0.0
446,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,GE,R02,Preliminary,Brown coal,7491,15.093806,14134.315004
447,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,GE,R04x,Preliminary,Fossil gas,4142,8.346258,4615.039375
448,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,GE,R05x,Preliminary,Coal,3805,7.667543,7180.128387
449,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,GE,R06x,Preliminary,Fossil oil a.o.,356,0.718314,566.748985
450,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,GE,R11x,Preliminary,Hydro,5498,11.078615,
451,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,GE,R14,Preliminary,Nuclear,4478,9.023132,
452,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,GE,R15x,Preliminary,Other renewable,230,0.464141,
453,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,GE,R16,Preliminary,Solar,3498,7.049609,
454,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,GE,R17,Preliminary,Waste,1329,2.678943,1134.952993
455,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,GE,R18,Preliminary,Offshore,12250,24.684221,
456,2023-01-01T14:00:00,2023-01-01T15:00:00,DK2,GE,R19,Preliminary,Onshore,40592,81.789276,
457,2023-01-01T13:00:00,2023-01-01T14:00:00,DK1,DK1,R01-1,Preliminary,BioGas,8199,46.712599,0.000747
458,2023-01-01T13:00:00,2023-01-01T14:00:00,DK1,DK1,R01-2,Preliminary,Straw,1550,8.834616,0.0
459,2023-01-01T13:00:00,2023-01-01T14:00:00,DK1,DK1,R01-3,Preliminary,Wood,12880,73.382858,0.0
460,2023-01-01T13:00:00,2023-01-01T14:00:00,DK1,DK1,R04x,Preliminary,FossilGas,2897,16.50515,8633.134235
461,2023-01-01T13:00:00,2023-01-01T14:00:00,DK1,DK1,R05x,Preliminary,Coal,40917,233.109834,169431.201254
462,2023-01-01T13:00:00,2023-01-01T14:00:00,DK1,DK1,R06x,Preliminary,Fossil Oil,845,4.817922,3221.696387
463,2023-01-01T13:00:00,2023-01-01T14:00:00,DK1,DK1,R11x,Preliminary,Hydro,503,2.867188,0.0
464,2023-01-01T13:00:00,2023-01-01T14:00:00,DK1,DK1,R16,Preliminary,Solar,11195,63.783203,0.0
465,2023-01-01T13:00:00,2023-01-01T14:00:00,DK1,DK1,R17,Preliminary,Waste,11445,65.20819,18590.043378
466,2023-01-01T13:00:00,2023-01-01T14:00:00,DK1,DK1,R18,Preliminary,WindOffshore,201195,1146.220978,0.0
467,2023-01-01T13:00:00,2023-01-01T14:00:00,DK1,DK1,R19,Preliminary,WindOnshore,443581,2527.107879,0.0
468,2023-01-01T13:00:00,2023-01-01T14:00:00,DK1,GE,R01,Preliminary,Biomass,22744,129.577224,0.0
469,2023-01-01T13:00:00,2023-01-01T14:00:00,DK1,GE,R02,Preliminary,Brown coal,20708,117.975999,110476.440922
470,2023-01-01T13:00:00,2023-01-01T14:00:00,DK1,GE,R04x,Preliminary,Fossil gas,11387,64.875562,35872.756814
471,2023-01-01T13:00:00,2023-01-01T14:00:00,DK1,GE,R05x,Preliminary,Coal,10419,59.36118,55587.678222
472,2023-01-01T13:00:00,2023-01-01T14:00:00,DK1,GE,R06x,Preliminary,Fossil oil a.o.,992,5.652063,4459.471173
473,2023-01-01T13:00:00,2023-01-01T14:00:00,DK1,GE,R11x,Preliminary,Hydro,17672,100.679221,
474,2023-01-01T13:00:00,2023-01-01T14:00:00,DK1,GE,R14,Preliminary,Nuclear,12483,71.121823,
475,2023-01-01T13:00:00,2023-01-01T14:00:00,DK1,GE,R15x,Preliminary,Other renewable,635,3.623115,
476,2023-01-01T13:00:00,2023-01-01T14:00:00,DK1,GE,R16,Preliminary,Solar,26564,151.337668,
477,2023-01-01T13:00:00,2023-01-01T14:00:00,DK1,GE,R17,Preliminary,Waste,3736,21.289445,9019.422576
478,2023-01-01T13:00:00,2023-01-01T14:00:00,DK1,GE,R18,Preliminary,Offshore,33385,190.199238,
479,2023-01-01T13:00:00,2023-01-01T14:00:00,DK1,GE,R19,Preliminary,Onshore,104055,592.807449,
480,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,DK1,R01-1,Preliminary,BioGas,1535,4.173513,6.7e-05
481,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,DK1,R01-2,Preliminary,Straw,290,0.789324,0.0
482,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,DK1,R01-3,Preliminary,Wood,2412,6.556353,0.0
483,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,DK1,R04x,Preliminary,FossilGas,542,1.474644,771.322884
484,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,DK1,R05x,Preliminary,Coal,7664,20.827077,15137.742479
485,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,DK1,R06x,Preliminary,Fossil Oil,158,0.430455,287.840787
486,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,DK1,R11x,Preliminary,Hydro,94,0.256167,0.0
487,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,DK1,R16,Preliminary,Solar,2097,5.698677,0.0
488,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,DK1,R17,Preliminary,Waste,2143,5.825992,1660.917749
489,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,DK1,R18,Preliminary,WindOffshore,37685,102.408517,0.0
490,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,DK1,R19,Preliminary,WindOnshore,83085,225.783138,0.0
491,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,DK2,R01-1,Preliminary,BioGas,3689,10.027081,0.0
492,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,DK2,R01-2,Preliminary,Straw,7864,21.370682,0.0
493,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,DK2,R01-3,Preliminary,Wood,63221,171.803122,0.0
494,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,DK2,R04x,Preliminary,FossilGas,938,2.551569,1062.351511
495,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,DK2,R05x,Preliminary,Coal,1,0.005098,3.553243
496,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,DK2,R06x,Preliminary,Fossil Oil,351,0.95439,581.683224
497,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,DK2,R16,Preliminary,Solar,9691,26.336721,0.0
498,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,DK2,R17,Preliminary,Waste,27173,73.844691,26930.910327
499,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,DK2,R18,Preliminary,WindOffshore,347353,943.925233,0.0
500,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,DK2,R19,Preliminary,WindOnshore,182238,495.229192,0.0
501,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,GE,R01,Preliminary,Biomass,18877,51.298849,0.0
502,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,GE,R02,Preliminary,Brown coal,17187,46.705994,43736.963618
503,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,GE,R04x,Preliminary,Fossil gas,9451,25.683848,14201.810328
504,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,GE,R05x,Preliminary,Coal,8648,23.500737,22006.830051
505,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,GE,R06x,Preliminary,Fossil oil a.o.,823,2.237618,1765.478022
506,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,GE,R11x,Preliminary,Hydro,14667,39.858303,
507,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,GE,R14,Preliminary,Nuclear,10361,28.156705,
508,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,GE,R15x,Preliminary,Other renewable,527,1.43437,
509,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,GE,R16,Preliminary,Solar,22047,59.91368,
510,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,GE,R17,Preliminary,Waste,3101,8.428364,3570.735568
511,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,GE,R18,Preliminary,Offshore,27709,75.298743,
512,2023-01-01T13:00:00,2023-01-01T14:00:00,DK2,GE,R19,Preliminary,Onshore,86362,234.688931,
513,2023-01-01T12:00:00,2023-01-01T13:00:00,DK1,DK1,R01-1,Preliminary,BioGas,8487,45.490316,0.303693
514,2023-01-01T12:00:00,2023-01-01T13:00:00,DK1,DK1,R01-2,Preliminary,Straw,1670,8.956032,0.0
515,2023-01-01T12:00:00,2023-01-01T13:00:00,DK1,DK1,R01-3,Preliminary,Wood,14429,77.338255,0.0
516,2023-01-01T12:00:00,2023-01-01T13:00:00,DK1,DK1,R04x,Preliminary,FossilGas,3188,17.089101,8616.401335
517,2023-01-01T12:00:00,2023-01-01T13:00:00,DK1,DK1,R05x,Preliminary,Coal,42343,226.954804,164542.920203
518,2023-01-01T12:00:00,2023-01-01T13:00:00,DK1,DK1,R06x,Preliminary,Fossil Oil,886,4.750089,3134.244474
519,2023-01-01T12:00:00,2023-01-01T13:00:00,DK1,DK1,R11x,Preliminary,Hydro,535,2.867602,0.0
520,2023-01-01T12:00:00,2023-01-01T13:00:00,DK1,DK1,R16,Preliminary,Solar,17317,92.822401,0.0
521,2023-01-01T12:00:00,2023-01-01T13:00:00,DK1,DK1,R17,Preliminary,Waste,11911,63.844228,17819.879324
522,2023-01-01T12:00:00,2023-01-01T13:00:00,DK1,DK1,R18,Preliminary,WindOffshore,65651,351.884888,0.0
523,2023-01-01T12:00:00,2023-01-01T13:00:00,DK1,DK1,R19,Preliminary,WindOnshore,418853,2245.010174,0.0
524,2023-01-01T12:00:00,2023-01-01T13:00:00,DK1,GE,R01,Preliminary,Biomass,35911,192.482913,0.0
525,2023-01-01T12:00:00,2023-01-01T13:00:00,DK1,GE,R02,Preliminary,Brown coal,32130,172.213668,161266.302752
526,2023-01-01T12:00:00,2023-01-01T13:00:00,DK1,GE,R04x,Preliminary,Fossil gas,17764,95.21836,52650.720642
527,2023-01-01T12:00:00,2023-01-01T13:00:00,DK1,GE,R05x,Preliminary,Coal,16361,87.697723,82122.90997
528,2023-01-01T12:00:00,2023-01-01T13:00:00,DK1,GE,R06x,Preliminary,Fossil oil a.o.,1563,8.377672,6609.973886
529,2023-01-01T12:00:00,2023-01-01T13:00:00,DK1,GE,R11x,Preliminary,Hydro,24742,132.617906,
530,2023-01-01T12:00:00,2023-01-01T13:00:00,DK1,GE,R14,Preliminary,Nuclear,19635,105.245839,
531,2023-01-01T12:00:00,2023-01-01T13:00:00,DK1,GE,R15x,Preliminary,Other renewable,999,5.356565,
532,2023-01-01T12:00:00,2023-01-01T13:00:00,DK1,GE,R16,Preliminary,Solar,64669,346.623507,
533,2023-01-01T12:00:00,2023-01-01T13:00:00,DK1,GE,R17,Preliminary,Waste,5850,31.357353,13284.762264
534,2023-01-01T12:00:00,2023-01-01T13:00:00,DK1,GE,R18,Preliminary,Offshore,32489,174.142025,
535,2023-01-01T12:00:00,2023-01-01T13:00:00,DK1,GE,R19,Preliminary,Onshore,162606,871.556468,
536,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,DK1,R01-1,Preliminary,BioGas,1389,3.741141,0.024976
537,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,DK1,R01-2,Preliminary,Straw,273,0.736547,0.0
538,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,DK1,R01-3,Preliminary,Wood,2363,6.360327,0.0
539,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,DK1,R04x,Preliminary,FossilGas,522,1.405414,708.616057
540,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,DK1,R05x,Preliminary,Coal,6934,18.664848,13532.071081
541,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,DK1,R06x,Preliminary,Fossil Oil,145,0.390649,257.761434
542,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,DK1,R11x,Preliminary,Hydro,87,0.235833,0.0
543,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,DK1,R16,Preliminary,Solar,2836,7.633749,0.0
544,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,DK1,R17,Preliminary,Waste,1950,5.250573,1465.513517
545,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,DK1,R18,Preliminary,WindOffshore,10751,28.939144,0.0
546,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,DK1,R19,Preliminary,WindOnshore,68595,184.630473,0.0
547,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,DK2,R01-1,Preliminary,BioGas,3435,9.247204,0.0
548,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,DK2,R01-2,Preliminary,Straw,7949,21.395527,0.0
549,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,DK2,R01-3,Preliminary,Wood,64111,172.562119,0.0
550,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,DK2,R04x,Preliminary,FossilGas,938,2.526058,1051.958827
551,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,DK2,R05x,Preliminary,Coal,1,0.005026,3.50294
552,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,DK2,R06x,Preliminary,Fossil Oil,371,0.998771,611.916972
553,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,DK2,R16,Preliminary,Solar,18581,50.012866,0.0
554,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,DK2,R17,Preliminary,Waste,27888,75.065039,27482.125485
555,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,DK2,R18,Preliminary,WindOffshore,352983,950.080725,0.0
556,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,DK2,R19,Preliminary,WindOnshore,193062,519.641076,0.0
557,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,GE,R01,Preliminary,Biomass,20333,54.730138,0.0
558,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,GE,R02,Preliminary,Brown coal,18192,48.966828,45854.080329
559,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,GE,R04x,Preliminary,Fossil gas,10058,27.074164,14970.58178
560,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,GE,R05x,Preliminary,Coal,9264,24.935764,23350.634611
561,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,GE,R06x,Preliminary,Fossil oil a.o.,885,2.382088,1879.464391
562,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,GE,R11x,Preliminary,Hydro,14009,37.708263,
563,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,GE,R14,Preliminary,Nuclear,11118,29.925354,
564,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,GE,R15x,Preliminary,Other renewable,565,1.523073,
565,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,GE,R16,Preliminary,Solar,36617,98.558111,
566,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,GE,R17,Preliminary,Waste,3312,8.916076,3777.357983
567,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,GE,R18,Preliminary,Offshore,18396,49.515133,
568,2023-01-01T12:00:00,2023-01-01T13:00:00,DK2,GE,R19,Preliminary,Onshore,92071,247.816312,
569,2023-01-01T11:00:00,2023-01-01T12:00:00,DK1,DK1,R01-1,Preliminary,BioGas,8451,46.150346,0.492286
570,2023-01-01T11:00:00,2023-01-01T12:00:00,DK1,DK1,R01-2,Preliminary,Straw,1589,8.681505,0.0
571,2023-01-01T11:00:00,2023-01-01T12:00:00,DK1,DK1,R01-3,Preliminary,Wood,12553,68.549331,0.0
572,2023-01-01T11:00:00,2023-01-01T12:00:00,DK1,DK1,R04x,Preliminary,FossilGas,2994,16.351235,8578.133861
573,2023-01-01T11:00:00,2023-01-01T12:00:00,DK1,DK1,R05x,Preliminary,Coal,23222,126.807384,87601.899637
574,2023-01-01T11:00:00,2023-01-01T12:00:00,DK1,DK1,R06x,Preliminary,Fossil Oil,516,2.819792,1918.940139
575,2023-01-01T11:00:00,2023-01-01T12:00:00,DK1,DK1,R11x,Preliminary,Hydro,525,2.870367,0.0
576,2023-01-01T11:00:00,2023-01-01T12:00:00,DK1,DK1,R16,Preliminary,Solar,20760,113.365809,0.0
577,2023-01-01T11:00:00,2023-01-01T12:00:00,DK1,DK1,R17,Preliminary,Waste,11848,64.699422,18327.399122
578,2023-01-01T11:00:00,2023-01-01T12:00:00,DK1,DK1,R18,Preliminary,WindOffshore,143848,785.502195,0.0
579,2023-01-01T11:00:00,2023-01-01T12:00:00,DK1,DK1,R19,Preliminary,WindOnshore,377853,2063.323416,0.0
580,2023-01-01T11:00:00,2023-01-01T12:00:00,DK1,GE,R01,Preliminary,Biomass,33332,182.015504,0.0
581,2023-01-01T11:00:00,2023-01-01T12:00:00,DK1,GE,R02,Preliminary,Brown coal,28407,155.121785,145260.925576
582,2023-01-01T11:00:00,2023-01-01T12:00:00,DK1,GE,R04x,Preliminary,Fossil gas,16273,88.863524,49136.832166
583,2023-01-01T11:00:00,2023-01-01T12:00:00,DK1,GE,R05x,Preliminary,Coal,14973,81.763342,76565.768204
584,2023-01-01T11:00:00,2023-01-01T12:00:00,DK1,GE,R06x,Preliminary,Fossil oil a.o.,1446,7.89921,6232.46768
585,2023-01-01T11:00:00,2023-01-01T12:00:00,DK1,GE,R11x,Preliminary,Hydro,21805,119.0747,
586,2023-01-01T11:00:00,2023-01-01T12:00:00,DK1,GE,R14,Preliminary,Nuclear,18214,99.463229,
587,2023-01-01T11:00:00,2023-01-01T12:00:00,DK1,GE,R15x,Preliminary,Other renewable,929,5.077346,
588,2023-01-01T11:00:00,2023-01-01T12:00:00,DK1,GE,R16,Preliminary,Solar,68524,374.185677,
589,2023-01-01T11:00:00,2023-01-01T12:00:00,DK1,GE,R17,Preliminary,Waste,5345,29.189642,12366.395997
590,2023-01-01T11:00:00,2023-01-01T12:00:00,DK1,GE,R18,Preliminary,Offshore,26881,146.787678,
591,2023-01-01T11:00:00,2023-01-01T12:00:00,DK1,GE,R19,Preliminary,Onshore,159702,872.078364,
592,2023-01-01T11:00:00,2023-01-01T12:00:00,DK2,DK1,R01-1,Preliminary,BioGas,1282,3.455799,0.036863
593,2023-01-01T11:00:00,2023-01-01T12:00:00,DK2,DK1,R01-2,Preliminary,Straw,241,0.650083,0.0
594,2023-01-01T11:00:00,2023-01-01T12:00:00,DK2,DK1,R01-3,Preliminary,Wood,1905,5.133064,0.0
595,2023-01-01T11:00:00,2023-01-01T12:00:00,DK2,DK1,R04x,Preliminary,FossilGas,454,1.224402,642.341998
596,2023-01-01T11:00:00,2023-01-01T12:00:00,DK2,DK1,R05x,Preliminary,Coal,3524,9.495504,6559.745992
597,2023-01-01T11:00:00,2023-01-01T12:00:00,DK2,DK1,R06x,Preliminary,Fossil Oil,78,0.21115,143.692773
